CHAPTERS BELOW 13 SCREENS
=========================
Computer Science | 100-days-of-code-the-complete-python-pro-bootcamp | 100 Days of Code: The Complete Python Pro Bootcamp | module=1 chapter=1 | Getting Started with Python: Installation and Your First Program | expected=9 stored=9 | course_imported=2026-09-02T11:57:39.241Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=4 chapter=1 | Introduction to Navigation with `Navigator.push` and `Navigator.pop` | expected=9 stored=9 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=4 chapter=2 | Passing Data Between Screens | expected=8 stored=8 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=4 chapter=3 | Named Routes and `Navigator.pushNamed` | expected=8 stored=8 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=4 chapter=4 | Advanced Navigation Patterns: `Navigator.pushReplacement`, `Navigator.popAndPushNamed`, and `Navigator.popUntil` | expected=9 stored=9 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=5 chapter=1 | Introduction to Asynchronous Programming in Dart | expected=9 stored=9 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=5 chapter=2 | Making HTTP Requests with `http` Package | expected=8 stored=8 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=5 chapter=3 | Displaying Fetched Data in Flutter UI | expected=9 stored=9 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=5 chapter=4 | Working with RESTful APIs and Data Models | expected=8 stored=8 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=5 chapter=5 | Error Handling and Offline Capabilities | expected=9 stored=9 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=6 chapter=1 | Storing Simple Data with Shared Preferences | expected=8 stored=8 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=6 chapter=2 | Managing Structured Data with SQLite (sqflite) | expected=9 stored=9 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=6 chapter=3 | Working with Files and Directories | expected=9 stored=9 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=6 chapter=4 | Introduction to Firebase for Mobile Deployment | expected=8 stored=8 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | flutter-and-dart-developing-ios-android-and-mobile-apps | Flutter and Dart: Developing iOS, Android, and Mobile Apps | module=6 chapter=5 | Preparing and Deploying Flutter Apps (App Store/Play Store) | expected=9 stored=9 | course_imported=2026-09-09T11:06:26.742Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=1 chapter=1 | What is Artificial Intelligence and Machine Learning? | expected=9 stored=9 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=1 chapter=2 | Why Machine Learning in the Browser? The Rise of TensorFlow.js | expected=9 stored=9 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=1 chapter=3 | Setting Up Your Development Environment for Web ML | expected=9 stored=9 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=2 chapter=1 | Understanding Machine Learning Paradigms: Supervised, Unsupervised, and Reinforcement Learning | expected=9 stored=9 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=2 chapter=2 | The Machine Learning Workflow: Data, Models, Training, and Evaluation | expected=9 stored=9 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=2 chapter=3 | Introduction to Neural Networks and Deep Learning Fundamentals | expected=8 stored=8 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=3 chapter=1 | Setting Up Your TensorFlow.js Development Environment | expected=9 stored=9 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=3 chapter=2 | Tensors: The Building Blocks of TensorFlow.js | expected=9 stored=9 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=3 chapter=3 | Basic Tensor Operations and Manipulations | expected=9 stored=9 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=3 chapter=4 | Data Preparation with TensorFlow.js: Normalization and Shuffling | expected=9 stored=9 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=4 chapter=1 | Data Preparation and Tensors in TensorFlow.js | expected=9 stored=9 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=4 chapter=2 | Defining and Compiling Simple Models | expected=9 stored=9 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=4 chapter=3 | Training Models in the Browser | expected=11 stored=11 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=4 chapter=4 | Model Evaluation and Prediction | expected=11 stored=11 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=5 chapter=1 | Understanding Convolutional Neural Networks (CNNs) for Image Processing | expected=10 stored=10 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=5 chapter=2 | Exploring Recurrent Neural Networks (RNNs) for Sequence Data | expected=12 stored=12 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=5 chapter=3 | Transfer Learning with Pre-trained Models (MobileNet) | expected=11 stored=11 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=5 chapter=4 | Integrating Advanced Pre-trained Models (PoseNet/Object Detection) | expected=12 stored=12 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=5 chapter=5 | Model Optimization, Deployment, and Ethical Considerations | expected=12 stored=12 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=6 chapter=1 | Saving and Loading TensorFlow.js Models | expected=10 stored=10 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=6 chapter=2 | Integrating Models with Web Applications | expected=11 stored=11 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=6 chapter=3 | Real-time Inference and Performance Optimization | expected=10 stored=10 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=6 chapter=4 | Ethical Considerations and Responsible AI in the Browser | expected=10 stored=10 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | fundamentals-of-google-ai-for-web-based-machine-learning | Fundamentals of Google AI for Web-Based Machine Learning | module=6 chapter=5 | Project: Building a Simple Interactive ML Web App | expected=12 stored=12 | course_imported=2026-09-12T12:32:31.072Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=1 chapter=1 | Getting Started with Go: Installation and Your First Program | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=1 chapter=2 | Variables, Constants, and Basic Data Types | expected=8 stored=8 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=1 chapter=3 | Control Flow: Conditionals and Loops | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=2 chapter=1 | Structs: Custom Data Types | expected=8 stored=8 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=2 chapter=2 | Slices: Dynamic Arrays | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=2 chapter=3 | Maps & Pointers: Key-Value Stores and Memory Management | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=3 chapter=1 | Methods in Go | expected=8 stored=8 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=3 chapter=2 | Introduction to Interfaces | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=3 chapter=3 | Advanced Interfaces & Type Assertions | expected=8 stored=8 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=3 chapter=4 | Error Handling in Go | expected=8 stored=8 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=4 chapter=1 | Understanding Go Packages: Organization and Visibility | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=4 chapter=2 | Go Modules: Dependency Management and Versioning | expected=8 stored=8 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=4 chapter=3 | Effective Go Tooling: `go run`, `go build`, `go install`, and `go fmt` | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=4 chapter=4 | Testing in Go: `go test` and Basic Unit Tests | expected=8 stored=8 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=5 chapter=1 | Introduction to Concurrency and Goroutines | expected=8 stored=8 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=5 chapter=2 | Understanding Channels for Communication | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=5 chapter=3 | Select Statement and Channel Patterns | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=5 chapter=4 | Mutexes and Atomic Operations (When Channels Aren't Enough) | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=5 chapter=5 | Advanced Concurrency Patterns and Error Handling | expected=8 stored=8 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=6 chapter=1 | Working with Files and I/O Streams | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=6 chapter=2 | Building Basic HTTP Servers | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=6 chapter=3 | Making HTTP Requests (Clients) | expected=8 stored=8 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=6 chapter=4 | Introduction to WebSockets | expected=9 stored=9 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | go-the-complete-developers-guide | Go: The Complete Developer's Guide | module=6 chapter=5 | Database Interaction with SQL (and ORM basics) | expected=8 stored=8 | course_imported=2026-09-04T04:16:06.066Z
Computer Science | google-data-analytics-professional-certificate | Google Data Analytics Professional Certificate | module=1 chapter=1 | The World of Data Analytics and Its Importance | expected=12 stored=12 | course_imported=2026-09-15T12:03:22.533Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=1 chapter=1 | Introduction to UX Design: What It Is and Why It Matters | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=1 chapter=2 | The Design Thinking Process: A User-Centered Approach | expected=9 stored=9 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=1 chapter=3 | Core Principles of Good UX Design: Usability, Accessibility, and Ethics | expected=9 stored=9 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=2 chapter=1 | Understanding the Empathize Phase: Goals and Methods | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=2 chapter=2 | Conducting Effective User Interviews and Surveys | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=2 chapter=3 | The Define Phase: Synthesizing Research and Crafting Problem Statements | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=3 chapter=1 | Understanding Ideation and Brainstorming | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=3 chapter=2 | From Ideas to Structure: Information Architecture and User Flows | expected=9 stored=9 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=3 chapter=3 | Sketching and Wireframing: Bringing Ideas to Life | expected=9 stored=9 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=3 chapter=4 | Prototyping Low-Fidelity Designs | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=4 chapter=1 | Crafting High-Fidelity Prototypes in Figma | expected=9 stored=9 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=4 chapter=2 | Planning and Preparing for Usability Studies | expected=9 stored=9 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=4 chapter=3 | Conducting Usability Studies and Gathering Data | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=4 chapter=4 | Analyzing Usability Study Results and Iterating Designs | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=5 chapter=1 | Understanding Responsive Design Principles | expected=9 stored=9 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=5 chapter=2 | Designing for Different Devices with Figma | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=5 chapter=3 | Introduction to UX Accessibility | expected=9 stored=9 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=5 chapter=4 | Implementing Accessibility in Design | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=5 chapter=5 | Measuring and Communicating UX Impact | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=6 chapter=1 | Crafting Your UX Portfolio: The Foundation | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=6 chapter=2 | Designing Compelling Case Studies | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=6 chapter=3 | Building and Presenting Your Portfolio | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=6 chapter=4 | Networking and Job Search Strategies in UX | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | google-ux-design-professional-certificate | Google UX Design Professional Certificate | module=6 chapter=5 | Continuing Your UX Journey: Growth and Specialization | expected=8 stored=8 | course_imported=2026-09-09T11:07:16.333Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=1 chapter=1 | Introduction to Artificial Intelligence and its Subfields | expected=12 stored=12 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=1 chapter=2 | Setting Up Your Python Environment for AI | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=1 chapter=3 | Python Fundamentals: Data Types, Operators, and Control Flow | expected=12 stored=12 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=2 chapter=1 | Introduction to Supervised Learning | expected=12 stored=12 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=2 chapter=3 | Classification Models and Evaluation | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=3 chapter=2 | Building Blocks of Deep Learning: Feedforward Networks and Backpropagation | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=3 chapter=3 | Convolutional Neural Networks (CNNs) for Computer Vision | expected=12 stored=12 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=3 chapter=4 | Recurrent Neural Networks (RNNs) for Sequential Data | expected=12 stored=12 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=4 chapter=1 | Introduction to Natural Language Processing (NLP) | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=4 chapter=2 | Text Preprocessing and Feature Engineering for NLP | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=4 chapter=4 | Integrating Watson Assistant and Advanced Chatbot Concepts | expected=12 stored=12 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=5 chapter=1 | Introduction to Computer Vision and Image Fundamentals | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=5 chapter=2 | Image Preprocessing and Feature Extraction | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=5 chapter=3 | Deep Learning for Computer Vision - Convolutional Neural Networks (CNNs) | expected=12 stored=12 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=5 chapter=4 | Leveraging IBM Watson Visual Recognition | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=5 chapter=5 | Building a Computer Vision Application with Watson | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=6 chapter=1 | Planning Your Applied AI Project | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=6 chapter=2 | Data Preparation and Feature Engineering for Applied AI | expected=12 stored=12 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=6 chapter=3 | Building and Evaluating AI Models (Project Implementation) | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=6 chapter=4 | Deployment and Monitoring of AI Solutions | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-applied-ai-professional-certificate | IBM Applied AI Professional Certificate | module=6 chapter=5 | Ethical AI, Bias, and Responsible AI Practices | expected=11 stored=11 | course_imported=2026-09-14T07:53:46.861Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=1 chapter=1 | Introduction to Node.js and the JavaScript Runtime | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=1 chapter=2 | Understanding Asynchronous JavaScript: Callbacks and Promises | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=1 chapter=3 | Mastering Asynchronous JavaScript: Async/Await | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=2 chapter=1 | Introduction to Express.js and Basic Routing | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=2 chapter=2 | Express Middleware and Request Handling | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=2 chapter=3 | Route Parameters, Query Strings, and Error Handling | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=3 chapter=1 | Introduction to NoSQL Databases and MongoDB | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=3 chapter=2 | Connecting Node.js to MongoDB with Mongoose | expected=8 stored=8 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=3 chapter=3 | Defining Schemas and Models with Mongoose | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=3 chapter=4 | Performing CRUD Operations with Mongoose | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=4 chapter=1 | User Authentication with Passport.js (Local Strategy) | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=4 chapter=2 | Token-Based Authentication (JWT) | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=4 chapter=3 | Securing Express.js Applications | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=4 chapter=4 | Advanced Express Features and Middleware | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=5 chapter=1 | Introduction to Docker and Containerization | expected=8 stored=8 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=5 chapter=2 | Building Docker Images for Node.js Applications | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=5 chapter=3 | Managing Docker Containers | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=5 chapter=4 | Docker Compose for Multi-Service Applications | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=5 chapter=5 | Advanced Docker Concepts and Deployment Considerations | expected=8 stored=8 | course_imported=2026-09-06T17:56:31.319Z
Computer Science | ibm-back-end-javascript-developer-professional-certificate | IBM Back-End JavaScript Developer Professional Certificate | module=6 chapter=1 | Introduction to Kubernetes: Concepts and Architecture | expected=9 stored=9 | course_imported=2026-09-06T17:56:31.319Z
